id,groupe,type_activite,salle_id,heure_debut,heure_fin,jour_semaine
328,ITT2B,cours,1,2026-05-12 17:00:00,2026-05-12 19:00:00,1
329,ITT2B,cours,12,2026-05-12 09:00:00,2026-05-12 11:00:00,1
330,ITT2B,cours,3,2026-05-12 07:00:00,2026-05-12 09:00:00,1
331,ITT3RC,cours,1,2026-05-12 07:00:00,2026-05-12 09:00:00,1
332,ITT3RC,cours,17,2026-05-12 09:00:00,2026-05-12 11:00:00,1
333,ITT3RC,cours,1,2026-05-12 17:00:00,2026-05-12 19:00:00,1
334,ITT3IR,cours,1,2026-05-12 15:00:00,2026-05-12 17:00:00,1
335,ITT3IR,cours,14,2026-05-12 07:00:00,2026-05-12 09:00:00,1
336,IPT1,cours,15,2026-05-12 07:00:00,2026-05-12 09:00:00,1
337,IPT1,cours,1,2026-05-12 09:00:00,2026-05-12 11:00:00,1
338,IPT1,cours,6,2026-05-12 17:00:00,2026-05-12 19:00:00,1
339,IPT2,cours,1,2026-05-12 13:00:00,2026-05-12 15:00:00,1
340,IPT2,cours,1,2026-05-12 11:00:00,2026-05-12 13:00:00,1
341,ITT1A-G1,tp,3,2026-05-12 15:00:00,2026-05-12 17:00:00,1
342,ITT1A-G1,tp,6,2026-05-12 13:00:00,2026-05-12 15:00:00,1
343,ITT1A-G2,tp,11,2026-05-12 11:00:00,2026-05-12 13:00:00,1
344,ITT1A-G2,tp,3,2026-05-12 09:00:00,2026-05-12 11:00:00,1
345,ITT1A-G3,tp,8,2026-05-12 07:00:00,2026-05-12 09:00:00,1
346,ITT1B-G2,tp,6,2026-05-12 11:00:00,2026-05-12 13:00:00,1
347,ITT2A-G2,tp,4,2026-05-12 09:00:00,2026-05-12 11:00:00,1
348,ITT2A-G4,tp,16,2026-05-12 17:00:00,2026-05-12 19:00:00,1
349,ITT2A-G4,tp,15,2026-05-12 13:00:00,2026-05-12 15:00:00,1
350,ITT2B-G4,tp,3,2026-05-12 13:00:00,2026-05-12 15:00:00,1
351,ITT1A,cours,6,2026-05-13 15:00:00,2026-05-13 17:00:00,2
352,ITT1A,cours,1,2026-05-13 09:00:00,2026-05-13 11:00:00,2
353,ITT1B,cours,1,2026-05-13 15:00:00,2026-05-13 17:00:00,2
354,ITT1B,cours,1,2026-05-13 13:00:00,2026-05-13 15:00:00,2
355,ITT2A,cours,1,2026-05-13 17:00:00,2026-05-13 19:00:00,2
356,ITT2A,cours,1,2026-05-13 15:00:00,2026-05-13 17:00:00,2
357,ITT2A,cours,1,2026-05-13 13:00:00,2026-05-13 15:00:00,2
358,ITT2B,cours,14,2026-05-13 17:00:00,2026-05-13 19:00:00,2
359,ITT2B,cours,17,2026-05-13 07:00:00,2026-05-13 09:00:00,2
360,ITT2B,cours,13,2026-05-13 15:00:00,2026-05-13 17:00:00,2
361,ITT3RC,cours,1,2026-05-13 15:00:00,2026-05-13 17:00:00,2
362,ITT3IR,cours,1,2026-05-13 07:00:00,2026-05-13 09:00:00,2
363,IPT1,cours,1,2026-05-13 09:00:00,2026-05-13 11:00:00,2
364,IPT1,cours,1,2026-05-13 07:00:00,2026-05-13 09:00:00,2
365,IPT2,cours,1,2026-05-13 11:00:00,2026-05-13 13:00:00,2
366,ITT1A-G1,tp,10,2026-05-13 15:00:00,2026-05-13 17:00:00,2
367,ITT1A-G1,tp,15,2026-05-13 17:00:00,2026-05-13 19:00:00,2
368,ITT1A-G2,tp,4,2026-05-13 09:00:00,2026-05-13 11:00:00,2
369,ITT1A-G2,tp,15,2026-05-13 11:00:00,2026-05-13 13:00:00,2
370,ITT1A-G3,tp,12,2026-05-13 17:00:00,2026-05-13 19:00:00,2
371,ITT1A-G3,tp,13,2026-05-13 13:00:00,2026-05-13 15:00:00,2
372,ITT1A-G4,tp,5,2026-05-13 11:00:00,2026-05-13 13:00:00,2
373,ITT1A-G4,tp,12,2026-05-13 17:00:00,2026-05-13 19:00:00,2
374,ITT1B-G1,tp,17,2026-05-13 13:00:00,2026-05-13 15:00:00,2
375,ITT1B-G1,tp,2,2026-05-13 17:00:00,2026-05-13 19:00:00,2
376,ITT1B-G2,tp,3,2026-05-13 09:00:00,2026-05-13 11:00:00,2
377,ITT1B-G4,tp,10,2026-05-13 07:00:00,2026-05-13 09:00:00,2
378,ITT2A-G1,tp,14,2026-05-13 17:00:00,2026-05-13 19:00:00,2
379,ITT2A-G3,tp,15,2026-05-13 09:00:00,2026-05-13 11:00:00,2
380,ITT2A-G4,tp,17,2026-05-13 09:00:00,2026-05-13 11:00:00,2
381,ITT2B-G1,tp,12,2026-05-13 09:00:00,2026-05-13 11:00:00,2
382,ITT2B-G1,tp,4,2026-05-13 11:00:00,2026-05-13 13:00:00,2
383,ITT2B-G2,tp,2,2026-05-13 15:00:00,2026-05-13 17:00:00,2
384,ITT2B-G2,tp,4,2026-05-13 17:00:00,2026-05-13 19:00:00,2
385,ITT2B-G3,tp,2,2026-05-13 13:00:00,2026-05-13 15:00:00,2
386,ITT2B-G3,tp,7,2026-05-13 07:00:00,2026-05-13 09:00:00,2
387,ITT2B-G4,tp,6,2026-05-13 13:00:00,2026-05-13 15:00:00,2
388,ITT1A,cours,1,2026-05-15 17:00:00,2026-05-15 19:00:00,4
389,ITT1A,cours,1,2026-05-15 11:00:00,2026-05-15 13:00:00,4
390,ITT1B,cours,13,2026-05-15 11:00:00,2026-05-15 13:00:00,4
391,ITT1B,cours,3,2026-05-15 07:00:00,2026-05-15 09:00:00,4
392,ITT1B,cours,1,2026-05-15 13:00:00,2026-05-15 15:00:00,4
393,ITT2A,cours,1,2026-05-15 11:00:00,2026-05-15 13:00:00,4
394,ITT2B,cours,4,2026-05-15 17:00:00,2026-05-15 19:00:00,4
395,ITT3RC,cours,1,2026-05-15 17:00:00,2026-05-15 19:00:00,4
396,ITT3RC,cours,1,2026-05-15 07:00:00,2026-05-15 09:00:00,4
397,ITT3IR,cours,1,2026-05-15 11:00:00,2026-05-15 13:00:00,4
398,ITT3IR,cours,6,2026-05-15 09:00:00,2026-05-15 11:00:00,4
399,ITT3IR,cours,15,2026-05-15 15:00:00,2026-05-15 17:00:00,4
400,IPT1,cours,15,2026-05-15 13:00:00,2026-05-15 15:00:00,4
401,IPT1,cours,12,2026-05-15 07:00:00,2026-05-15 09:00:00,4
402,IPT2,cours,5,2026-05-15 09:00:00,2026-05-15 11:00:00,4
403,IPT2,cours,1,2026-05-15 17:00:00,2026-05-15 19:00:00,4
404,IPT2,cours,1,2026-05-15 13:00:00,2026-05-15 15:00:00,4
405,ITT1A-G1,tp,12,2026-05-15 13:00:00,2026-05-15 15:00:00,4
406,ITT1A-G1,tp,11,2026-05-15 15:00:00,2026-05-15 17:00:00,4
407,ITT1A-G2,tp,11,2026-05-15 13:00:00,2026-05-15 15:00:00,4
408,ITT1A-G4,tp,16,2026-05-15 17:00:00,2026-05-15 19:00:00,4
409,ITT1A-G4,tp,13,2026-05-15 09:00:00,2026-05-15 11:00:00,4
410,ITT1B-G1,tp,17,2026-05-15 07:00:00,2026-05-15 09:00:00,4
411,ITT1B-G3,tp,12,2026-05-15 07:00:00,2026-05-15 09:00:00,4
412,ITT1B-G3,tp,15,2026-05-15 13:00:00,2026-05-15 15:00:00,4
413,ITT1B-G4,tp,8,2026-05-15 07:00:00,2026-05-15 09:00:00,4
414,ITT1B-G4,tp,13,2026-05-15 09:00:00,2026-05-15 11:00:00,4
415,ITT2A-G1,tp,8,2026-05-15 09:00:00,2026-05-15 11:00:00,4
416,ITT2A-G2,tp,15,2026-05-15 07:00:00,2026-05-15 09:00:00,4
417,ITT2A-G4,tp,6,2026-05-15 17:00:00,2026-05-15 19:00:00,4
418,ITT2A-G4,tp,9,2026-05-15 15:00:00,2026-05-15 17:00:00,4
419,ITT2B-G1,tp,9,2026-05-15 13:00:00,2026-05-15 15:00:00,4
420,ITT2B-G2,tp,15,2026-05-15 17:00:00,2026-05-15 19:00:00,4
421,ITT2B-G2,tp,4,2026-05-15 15:00:00,2026-05-15 17:00:00,4
422,ITT2B-G3,tp,3,2026-05-15 15:00:00,2026-05-15 17:00:00,4
423,ITT2B-G3,tp,6,2026-05-15 11:00:00,2026-05-15 13:00:00,4
424,ITT2B-G4,tp,17,2026-05-15 07:00:00,2026-05-15 09:00:00,4
425,ITT2B-G4,tp,15,2026-05-15 15:00:00,2026-05-15 17:00:00,4
426,ITT1A,cours,13,2026-05-16 11:00:00,2026-05-16 13:00:00,5
427,ITT1A,cours,14,2026-05-16 13:00:00,2026-05-16 15:00:00,5
428,ITT1A,cours,16,2026-05-16 07:00:00,2026-05-16 09:00:00,5
429,ITT1B,cours,17,2026-05-16 07:00:00,2026-05-16 09:00:00,5
430,ITT2A,cours,1,2026-05-16 11:00:00,2026-05-16 13:00:00,5
431,ITT2A,cours,1,2026-05-16 17:00:00,2026-05-16 19:00:00,5
432,ITT2B,cours,14,2026-05-16 07:00:00,2026-05-16 09:00:00,5
433,ITT3RC,cours,1,2026-05-16 13:00:00,2026-05-16 15:00:00,5
434,ITT3IR,cours,1,2026-05-16 15:00:00,2026-05-16 17:00:00,5
435,IPT1,cours,1,2026-05-16 09:00:00,2026-05-16 11:00:00,5
436,IPT1,cours,1,2026-05-16 11:00:00,2026-05-16 13:00:00,5
437,IPT2,cours,1,2026-05-16 07:00:00,2026-05-16 09:00:00,5
438,IPT2,cours,1,2026-05-16 17:00:00,2026-05-16 19:00:00,5
439,ITT1A-G1,tp,7,2026-05-16 09:00:00,2026-05-16 11:00:00,5
440,ITT1A-G2,tp,5,2026-05-16 07:00:00,2026-05-16 09:00:00,5
441,ITT1A-G2,tp,3,2026-05-16 15:00:00,2026-05-16 17:00:00,5
442,ITT1A-G3,tp,7,2026-05-16 09:00:00,2026-05-16 11:00:00,5
443,ITT1A-G3,tp,15,2026-05-16 07:00:00,2026-05-16 09:00:00,5
444,ITT1A-G4,tp,3,2026-05-16 17:00:00,2026-05-16 19:00:00,5
445,ITT1B-G2,tp,17,2026-05-16 17:00:00,2026-05-16 19:00:00,5
446,ITT1B-G3,tp,4,2026-05-16 13:00:00,2026-05-16 15:00:00,5
447,ITT1B-G3,tp,11,2026-05-16 09:00:00,2026-05-16 11:00:00,5
448,ITT1B-G4,tp,15,2026-05-16 11:00:00,2026-05-16 13:00:00,5
449,ITT1B-G4,tp,11,2026-05-16 07:00:00,2026-05-16 09:00:00,5
450,ITT2A-G1,tp,13,2026-05-16 17:00:00,2026-05-16 19:00:00,5
451,ITT2A-G1,tp,3,2026-05-16 09:00:00,2026-05-16 11:00:00,5
452,ITT2A-G4,tp,7,2026-05-16 17:00:00,2026-05-16 19:00:00,5
453,ITT2A-G4,tp,12,2026-05-16 11:00:00,2026-05-16 13:00:00,5
454,ITT2B-G3,tp,7,2026-05-16 11:00:00,2026-05-16 13:00:00,5
455,ITT2B-G3,tp,14,2026-05-16 17:00:00,2026-05-16 19:00:00,5
456,ITT1A,cours,13,2026-05-17 09:00:00,2026-05-17 11:00:00,6
457,ITT1A,cours,3,2026-05-17 15:00:00,2026-05-17 17:00:00,6
458,ITT1A,cours,1,2026-05-17 11:00:00,2026-05-17 13:00:00,6
459,ITT1B,cours,15,2026-05-17 15:00:00,2026-05-17 17:00:00,6
460,ITT1B,cours,1,2026-05-17 17:00:00,2026-05-17 19:00:00,6
461,ITT2A,cours,1,2026-05-17 13:00:00,2026-05-17 15:00:00,6
462,ITT2A,cours,1,2026-05-17 15:00:00,2026-05-17 17:00:00,6
463,ITT2A,cours,14,2026-05-17 09:00:00,2026-05-17 11:00:00,6
464,ITT2B,cours,16,2026-05-17 07:00:00,2026-05-17 09:00:00,6
465,ITT2B,cours,1,2026-05-17 13:00:00,2026-05-17 15:00:00,6
466,ITT3RC,cours,17,2026-05-17 11:00:00,2026-05-17 13:00:00,6
467,ITT3RC,cours,1,2026-05-17 07:00:00,2026-05-17 09:00:00,6
468,ITT3IR,cours,1,2026-05-17 13:00:00,2026-05-17 15:00:00,6
469,ITT3IR,cours,4,2026-05-17 07:00:00,2026-05-17 09:00:00,6
470,ITT3IR,cours,1,2026-05-17 09:00:00,2026-05-17 11:00:00,6
471,IPT1,cours,13,2026-05-17 15:00:00,2026-05-17 17:00:00,6
472,IPT1,cours,14,2026-05-17 07:00:00,2026-05-17 09:00:00,6
473,IPT1,cours,1,2026-05-17 13:00:00,2026-05-17 15:00:00,6
474,IPT2,cours,15,2026-05-17 13:00:00,2026-05-17 15:00:00,6
475,IPT2,cours,12,2026-05-17 07:00:00,2026-05-17 09:00:00,6
476,IPT2,cours,4,2026-05-17 17:00:00,2026-05-17 19:00:00,6
477,ITT1A-G1,tp,5,2026-05-17 07:00:00,2026-05-17 09:00:00,6
478,ITT1A-G2,tp,8,2026-05-17 07:00:00,2026-05-17 09:00:00,6
479,ITT1A-G3,tp,5,2026-05-17 15:00:00,2026-05-17 17:00:00,6
480,ITT1A-G3,tp,12,2026-05-17 13:00:00,2026-05-17 15:00:00,6
481,ITT1B-G1,tp,3,2026-05-17 07:00:00,2026-05-17 09:00:00,6
482,ITT1B-G1,tp,11,2026-05-17 17:00:00,2026-05-17 19:00:00,6
483,ITT1B-G2,tp,9,2026-05-17 15:00:00,2026-05-17 17:00:00,6
484,ITT1B-G3,tp,6,2026-05-17 11:00:00,2026-05-17 13:00:00,6
485,ITT1B-G4,tp,17,2026-05-17 07:00:00,2026-05-17 09:00:00,6
486,ITT1B-G4,tp,3,2026-05-17 17:00:00,2026-05-17 19:00:00,6
487,ITT2A-G1,tp,7,2026-05-17 13:00:00,2026-05-17 15:00:00,6
488,ITT2A-G1,tp,13,2026-05-17 11:00:00,2026-05-17 13:00:00,6
489,ITT2A-G2,tp,3,2026-05-17 13:00:00,2026-05-17 15:00:00,6
490,ITT2A-G3,tp,5,2026-05-17 09:00:00,2026-05-17 11:00:00,6
491,ITT2B-G1,tp,9,2026-05-17 09:00:00,2026-05-17 11:00:00,6
492,ITT2B-G1,tp,15,2026-05-17 15:00:00,2026-05-17 17:00:00,6
493,ITT2B-G2,tp,16,2026-05-17 07:00:00,2026-05-17 09:00:00,6
494,ITT2B-G2,tp,17,2026-05-17 13:00:00,2026-05-17 15:00:00,6
495,ITT2B-G3,tp,5,2026-05-17 11:00:00,2026-05-17 13:00:00,6
496,ITT2B-G4,tp,7,2026-05-17 17:00:00,2026-05-17 19:00:00,6
497,ITT2B-G4,tp,2,2026-05-17 15:00:00,2026-05-17 17:00:00,6
498,ITT1A,cours,13,2026-05-18 13:00:00,2026-05-18 15:00:00,0
499,ITT1A,cours,1,2026-05-18 09:00:00,2026-05-18 11:00:00,0
500,ITT1A,cours,5,2026-05-18 11:00:00,2026-05-18 13:00:00,0
501,ITT1B,cours,16,2026-05-18 17:00:00,2026-05-18 19:00:00,0
502,ITT1B,cours,3,2026-05-18 13:00:00,2026-05-18 15:00:00,0
503,ITT1B,cours,1,2026-05-18 07:00:00,2026-05-18 09:00:00,0
504,ITT2A,cours,1,2026-05-18 07:00:00,2026-05-18 09:00:00,0
505,ITT2B,cours,1,2026-05-18 09:00:00,2026-05-18 11:00:00,0
506,ITT2B,cours,12,2026-05-18 07:00:00,2026-05-18 09:00:00,0
507,ITT2B,cours,1,2026-05-18 11:00:00,2026-05-18 13:00:00,0
508,ITT3RC,cours,17,2026-05-18 13:00:00,2026-05-18 15:00:00,0
509,ITT3RC,cours,1,2026-05-18 11:00:00,2026-05-18 13:00:00,0
510,ITT3IR,cours,15,2026-05-18 11:00:00,2026-05-18 13:00:00,0
511,IPT1,cours,1,2026-05-18 07:00:00,2026-05-18 09:00:00,0
512,IPT1,cours,1,2026-05-18 15:00:00,2026-05-18 17:00:00,0
513,IPT2,cours,3,2026-05-18 15:00:00,2026-05-18 17:00:00,0
514,IPT2,cours,17,2026-05-18 17:00:00,2026-05-18 19:00:00,0
515,IPT2,cours,1,2026-05-18 11:00:00,2026-05-18 13:00:00,0
516,ITT1A-G1,tp,2,2026-05-18 09:00:00,2026-05-18 11:00:00,0
517,ITT1A-G1,tp,7,2026-05-18 17:00:00,2026-05-18 19:00:00,0
518,ITT1A-G2,tp,15,2026-05-18 13:00:00,2026-05-18 15:00:00,0
519,ITT1A-G3,tp,6,2026-05-18 11:00:00,2026-05-18 13:00:00,0
520,ITT1A-G3,tp,7,2026-05-18 09:00:00,2026-05-18 11:00:00,0
521,ITT1A-G4,tp,14,2026-05-18 15:00:00,2026-05-18 17:00:00,0
522,ITT1A-G4,tp,7,2026-05-18 07:00:00,2026-05-18 09:00:00,0
523,ITT1B-G1,tp,9,2026-05-18 17:00:00,2026-05-18 19:00:00,0
524,ITT1B-G3,tp,12,2026-05-18 13:00:00,2026-05-18 15:00:00,0
525,ITT1B-G4,tp,14,2026-05-18 09:00:00,2026-05-18 11:00:00,0
526,ITT1B-G4,tp,5,2026-05-18 13:00:00,2026-05-18 15:00:00,0
527,ITT2A-G1,tp,3,2026-05-18 17:00:00,2026-05-18 19:00:00,0
528,ITT2A-G1,tp,16,2026-05-18 11:00:00,2026-05-18 13:00:00,0
529,ITT2A-G2,tp,3,2026-05-18 17:00:00,2026-05-18 19:00:00,0
530,ITT2A-G2,tp,13,2026-05-18 09:00:00,2026-05-18 11:00:00,0
531,ITT2A-G4,tp,8,2026-05-18 15:00:00,2026-05-18 17:00:00,0
532,ITT2A-G4,tp,16,2026-05-18 09:00:00,2026-05-18 11:00:00,0
533,ITT2B-G1,tp,6,2026-05-18 07:00:00,2026-05-18 09:00:00,0
534,ITT2B-G3,tp,9,2026-05-18 13:00:00,2026-05-18 15:00:00,0
535,ITT2B-G4,tp,12,2026-05-18 07:00:00,2026-05-18 09:00:00,0
536,ITT1A,cours,13,2026-05-19 07:00:00,2026-05-19 09:00:00,1
537,ITT1A,cours,4,2026-05-19 09:00:00,2026-05-19 11:00:00,1
538,ITT1B,cours,1,2026-05-19 11:00:00,2026-05-19 13:00:00,1
539,ITT1B,cours,1,2026-05-19 15:00:00,2026-05-19 17:00:00,1
540,ITT2A,cours,3,2026-05-19 07:00:00,2026-05-19 09:00:00,1
541,ITT2B,cours,15,2026-05-19 17:00:00,2026-05-19 19:00:00,1
542,ITT2B,cours,1,2026-05-19 09:00:00,2026-05-19 11:00:00,1
543,ITT3RC,cours,3,2026-05-19 13:00:00,2026-05-19 15:00:00,1
544,ITT3RC,cours,1,2026-05-19 11:00:00,2026-05-19 13:00:00,1
545,ITT3IR,cours,1,2026-05-19 15:00:00,2026-05-19 17:00:00,1
546,ITT3IR,cours,1,2026-05-19 13:00:00,2026-05-19 15:00:00,1
547,ITT3IR,cours,1,2026-05-19 17:00:00,2026-05-19 19:00:00,1
548,IPT1,cours,14,2026-05-19 15:00:00,2026-05-19 17:00:00,1
549,IPT2,cours,6,2026-05-19 17:00:00,2026-05-19 19:00:00,1
550,IPT2,cours,1,2026-05-19 07:00:00,2026-05-19 09:00:00,1
551,ITT1A-G1,tp,9,2026-05-19 15:00:00,2026-05-19 17:00:00,1
552,ITT1A-G1,tp,15,2026-05-19 11:00:00,2026-05-19 13:00:00,1
553,ITT1A-G3,tp,3,2026-05-19 07:00:00,2026-05-19 09:00:00,1
554,ITT1A-G4,tp,14,2026-05-19 17:00:00,2026-05-19 19:00:00,1
555,ITT1A-G4,tp,13,2026-05-19 07:00:00,2026-05-19 09:00:00,1
556,ITT1B-G1,tp,13,2026-05-19 15:00:00,2026-05-19 17:00:00,1
557,ITT1B-G2,tp,14,2026-05-19 07:00:00,2026-05-19 09:00:00,1
558,ITT1B-G3,tp,14,2026-05-19 07:00:00,2026-05-19 09:00:00,1
559,ITT1B-G3,tp,4,2026-05-19 09:00:00,2026-05-19 11:00:00,1
560,ITT1B-G4,tp,3,2026-05-19 13:00:00,2026-05-19 15:00:00,1
561,ITT2A-G1,tp,13,2026-05-19 09:00:00,2026-05-19 11:00:00,1
562,ITT2A-G1,tp,5,2026-05-19 07:00:00,2026-05-19 09:00:00,1
563,ITT2A-G4,tp,9,2026-05-19 07:00:00,2026-05-19 09:00:00,1
564,ITT2B-G3,tp,10,2026-05-19 09:00:00,2026-05-19 11:00:00,1
565,ITT2B-G3,tp,17,2026-05-19 07:00:00,2026-05-19 09:00:00,1
566,ITT2B-G4,tp,12,2026-05-19 17:00:00,2026-05-19 19:00:00,1
567,ITT2B-G4,tp,16,2026-05-19 09:00:00,2026-05-19 11:00:00,1
568,ITT1A,cours,1,2026-05-20 11:00:00,2026-05-20 13:00:00,2
569,ITT1A,cours,1,2026-05-20 15:00:00,2026-05-20 17:00:00,2
570,ITT1A,cours,1,2026-05-20 09:00:00,2026-05-20 11:00:00,2
571,ITT1B,cours,14,2026-05-20 15:00:00,2026-05-20 17:00:00,2
572,ITT2A,cours,1,2026-05-20 07:00:00,2026-05-20 09:00:00,2
573,ITT2A,cours,12,2026-05-20 11:00:00,2026-05-20 13:00:00,2
574,ITT2B,cours,15,2026-05-20 13:00:00,2026-05-20 15:00:00,2
575,ITT2B,cours,14,2026-05-20 15:00:00,2026-05-20 17:00:00,2
576,ITT2B,cours,17,2026-05-20 07:00:00,2026-05-20 09:00:00,2
577,ITT3RC,cours,13,2026-05-20 13:00:00,2026-05-20 15:00:00,2
578,ITT3RC,cours,5,2026-05-20 11:00:00,2026-05-20 13:00:00,2
579,ITT3IR,cours,1,2026-05-20 09:00:00,2026-05-20 11:00:00,2
580,IPT1,cours,1,2026-05-20 07:00:00,2026-05-20 09:00:00,2
581,IPT2,cours,16,2026-05-20 17:00:00,2026-05-20 19:00:00,2
582,IPT2,cours,1,2026-05-20 11:00:00,2026-05-20 13:00:00,2
583,IPT2,cours,1,2026-05-20 13:00:00,2026-05-20 15:00:00,2
584,ITT1A-G1,tp,11,2026-05-20 11:00:00,2026-05-20 13:00:00,2
585,ITT1A-G2,tp,4,2026-05-20 17:00:00,2026-05-20 19:00:00,2
586,ITT1A-G4,tp,5,2026-05-20 13:00:00,2026-05-20 15:00:00,2
587,ITT1A-G4,tp,10,2026-05-20 07:00:00,2026-05-20 09:00:00,2
588,ITT1B-G2,tp,16,2026-05-20 07:00:00,2026-05-20 09:00:00,2
589,ITT1B-G2,tp,5,2026-05-20 09:00:00,2026-05-20 11:00:00,2
590,ITT1B-G3,tp,3,2026-05-20 11:00:00,2026-05-20 13:00:00,2
591,ITT2A-G1,tp,12,2026-05-20 11:00:00,2026-05-20 13:00:00,2
592,ITT2A-G2,tp,17,2026-05-20 11:00:00,2026-05-20 13:00:00,2
593,ITT2A-G3,tp,5,2026-05-20 07:00:00,2026-05-20 09:00:00,2
594,ITT2A-G3,tp,12,2026-05-20 09:00:00,2026-05-20 11:00:00,2
595,ITT2A-G4,tp,16,2026-05-20 11:00:00,2026-05-20 13:00:00,2
596,ITT2B-G2,tp,11,2026-05-20 07:00:00,2026-05-20 09:00:00,2
597,ITT2B-G2,tp,4,2026-05-20 11:00:00,2026-05-20 13:00:00,2
598,ITT2B-G4,tp,14,2026-05-20 09:00:00,2026-05-20 11:00:00,2
599,ITT2B-G4,tp,2,2026-05-20 11:00:00,2026-05-20 13:00:00,2
600,ITT1A,cours,16,2026-05-22 07:00:00,2026-05-22 09:00:00,4
601,ITT1A,cours,3,2026-05-22 09:00:00,2026-05-22 11:00:00,4
602,ITT1B,cours,1,2026-05-22 15:00:00,2026-05-22 17:00:00,4
603,ITT1B,cours,12,2026-05-22 09:00:00,2026-05-22 11:00:00,4
604,ITT1B,cours,4,2026-05-22 17:00:00,2026-05-22 19:00:00,4
605,ITT2A,cours,1,2026-05-22 11:00:00,2026-05-22 13:00:00,4
606,ITT2B,cours,1,2026-05-22 17:00:00,2026-05-22 19:00:00,4
607,ITT2B,cours,1,2026-05-22 09:00:00,2026-05-22 11:00:00,4
608,ITT3RC,cours,1,2026-05-22 07:00:00,2026-05-22 09:00:00,4
609,ITT3RC,cours,15,2026-05-22 11:00:00,2026-05-22 13:00:00,4
610,ITT3RC,cours,1,2026-05-22 09:00:00,2026-05-22 11:00:00,4
611,ITT3IR,cours,3,2026-05-22 09:00:00,2026-05-22 11:00:00,4
612,ITT3IR,cours,1,2026-05-22 11:00:00,2026-05-22 13:00:00,4
613,ITT3IR,cours,4,2026-05-22 17:00:00,2026-05-22 19:00:00,4
614,IPT1,cours,3,2026-05-22 15:00:00,2026-05-22 17:00:00,4
615,IPT1,cours,1,2026-05-22 09:00:00,2026-05-22 11:00:00,4
616,IPT2,cours,1,2026-05-22 15:00:00,2026-05-22 17:00:00,4
617,IPT2,cours,1,2026-05-22 09:00:00,2026-05-22 11:00:00,4
618,IPT2,cours,6,2026-05-22 13:00:00,2026-05-22 15:00:00,4
619,ITT1A-G3,tp,11,2026-05-22 15:00:00,2026-05-22 17:00:00,4
620,ITT1A-G3,tp,4,2026-05-22 13:00:00,2026-05-22 15:00:00,4
621,ITT1A-G4,tp,7,2026-05-22 15:00:00,2026-05-22 17:00:00,4
622,ITT1A-G4,tp,16,2026-05-22 07:00:00,2026-05-22 09:00:00,4
623,ITT1B-G1,tp,12,2026-05-22 07:00:00,2026-05-22 09:00:00,4
624,ITT1B-G1,tp,6,2026-05-22 13:00:00,2026-05-22 15:00:00,4
625,ITT1B-G2,tp,5,2026-05-22 17:00:00,2026-05-22 19:00:00,4
626,ITT1B-G3,tp,16,2026-05-22 13:00:00,2026-05-22 15:00:00,4
627,ITT1B-G4,tp,2,2026-05-22 07:00:00,2026-05-22 09:00:00,4
628,ITT1B-G4,tp,8,2026-05-22 09:00:00,2026-05-22 11:00:00,4
629,ITT2A-G1,tp,15,2026-05-22 13:00:00,2026-05-22 15:00:00,4
630,ITT2A-G1,tp,2,2026-05-22 11:00:00,2026-05-22 13:00:00,4
631,ITT2A-G2,tp,3,2026-05-22 09:00:00,2026-05-22 11:00:00,4
632,ITT2A-G3,tp,15,2026-05-22 07:00:00,2026-05-22 09:00:00,4
633,ITT2A-G3,tp,13,2026-05-22 13:00:00,2026-05-22 15:00:00,4
634,ITT2A-G4,tp,9,2026-05-22 17:00:00,2026-05-22 19:00:00,4
635,ITT2B-G3,tp,5,2026-05-22 09:00:00,2026-05-22 11:00:00,4
636,ITT2B-G3,tp,10,2026-05-22 11:00:00,2026-05-22 13:00:00,4
637,ITT2B-G4,tp,12,2026-05-22 09:00:00,2026-05-22 11:00:00,4
638,ITT2B-G4,tp,7,2026-05-22 13:00:00,2026-05-22 15:00:00,4
639,ITT1A,cours,1,2026-05-23 15:00:00,2026-05-23 17:00:00,5
640,ITT1B,cours,16,2026-05-23 13:00:00,2026-05-23 15:00:00,5
641,ITT1B,cours,16,2026-05-23 15:00:00,2026-05-23 17:00:00,5
642,ITT2A,cours,1,2026-05-23 07:00:00,2026-05-23 09:00:00,5
643,ITT2A,cours,5,2026-05-23 11:00:00,2026-05-23 13:00:00,5
644,ITT2B,cours,1,2026-05-23 11:00:00,2026-05-23 13:00:00,5
645,ITT3RC,cours,1,2026-05-23 17:00:00,2026-05-23 19:00:00,5
646,ITT3RC,cours,1,2026-05-23 13:00:00,2026-05-23 15:00:00,5
647,ITT3IR,cours,15,2026-05-23 15:00:00,2026-05-23 17:00:00,5
648,ITT3IR,cours,1,2026-05-23 11:00:00,2026-05-23 13:00:00,5
649,IPT1,cours,13,2026-05-23 15:00:00,2026-05-23 17:00:00,5
650,IPT1,cours,1,2026-05-23 13:00:00,2026-05-23 15:00:00,5
651,IPT2,cours,1,2026-05-23 13:00:00,2026-05-23 15:00:00,5
652,ITT1A-G2,tp,8,2026-05-23 17:00:00,2026-05-23 19:00:00,5
653,ITT1A-G3,tp,6,2026-05-23 09:00:00,2026-05-23 11:00:00,5
654,ITT1A-G3,tp,14,2026-05-23 07:00:00,2026-05-23 09:00:00,5
655,ITT1A-G4,tp,13,2026-05-23 13:00:00,2026-05-23 15:00:00,5
